"","SampleSubmission$Id","season","team1","team2"
"160","2012_1125_1259",2012,1125,1259
"161","2012_1125_1266",2012,1125,1266
"162","2012_1125_1272",2012,1125,1272
"163","2012_1125_1276",2012,1125,1276
"164","2012_1125_1277",2012,1125,1277
"165","2012_1125_1281",2012,1125,1281
"166","2012_1125_1285",2012,1125,1285
"167","2012_1125_1290",2012,1125,1290
"168","2012_1125_1293",2012,1125,1293
"169","2012_1125_1301",2012,1125,1301
"170","2012_1125_1307",2012,1125,1307
"171","2012_1125_1308",2012,1125,1308
"172","2012_1125_1313",2012,1125,1313
"173","2012_1125_1314",2012,1125,1314
"174","2012_1125_1323",2012,1125,1323
"175","2012_1125_1325",2012,1125,1325
"176","2012_1125_1326",2012,1125,1326
"177","2012_1125_1345",2012,1125,1345
"178","2012_1125_1355",2012,1125,1355
"179","2012_1125_1361",2012,1125,1361
"180","2012_1125_1378",2012,1125,1378
"181","2012_1125_1379",2012,1125,1379
"182","2012_1125_1382",2012,1125,1382
"183","2012_1125_1387",2012,1125,1387
"184","2012_1125_1388",2012,1125,1388
"185","2012_1125_1393",2012,1125,1393
"186","2012_1125_1396",2012,1125,1396
"187","2012_1125_1400",2012,1125,1400
"188","2012_1125_1421",2012,1125,1421
"189","2012_1125_1424",2012,1125,1424
"190","2012_1125_1433",2012,1125,1433
"191","2012_1125_1435",2012,1125,1435
"192","2012_1125_1436",2012,1125,1436
"193","2012_1125_1438",2012,1125,1438
"194","2012_1125_1443",2012,1125,1443
"195","2012_1125_1452",2012,1125,1452
"196","2012_1125_1455",2012,1125,1455
"197","2012_1125_1458",2012,1125,1458
"198","2012_1125_1462",2012,1125,1462
"199","2012_1140_1143",2012,1140,1143
"200","2012_1140_1153",2012,1140,1153
"201","2012_1140_1160",2012,1140,1160
"202","2012_1140_1161",2012,1140,1161
"203","2012_1140_1163",2012,1140,1163
"204","2012_1140_1166",2012,1140,1166
"205","2012_1140_1172",2012,1140,1172
"206","2012_1140_1178",2012,1140,1178
"207","2012_1140_1181",2012,1140,1181
"208","2012_1140_1196",2012,1140,1196
"209","2012_1140_1199",2012,1140,1199
"210","2012_1140_1207",2012,1140,1207
"211","2012_1140_1211",2012,1140,1211
"212","2012_1140_1217",2012,1140,1217
"213","2012_1140_1231",2012,1140,1231
"214","2012_1140_1233",2012,1140,1233
"215","2012_1140_1235",2012,1140,1235
"216","2012_1140_1242",2012,1140,1242
"217","2012_1140_1243",2012,1140,1243
"218","2012_1140_1246",2012,1140,1246
"219","2012_1140_1249",2012,1140,1249
"220","2012_1140_1250",2012,1140,1250
"221","2012_1140_1253",2012,1140,1253
"222","2012_1140_1254",2012,1140,1254
"223","2012_1140_1257",2012,1140,1257
"224","2012_1140_1259",2012,1140,1259
"225","2012_1140_1266",2012,1140,1266
"226","2012_1140_1272",2012,1140,1272
"227","2012_1140_1276",2012,1140,1276
"228","2012_1140_1277",2012,1140,1277
"229","2012_1140_1281",2012,1140,1281
"230","2012_1140_1285",2012,1140,1285
"231","2012_1140_1290",2012,1140,1290
"232","2012_1140_1293",2012,1140,1293
"233","2012_1140_1301",2012,1140,1301
"234","2012_1140_1307",2012,1140,1307
"235","2012_1140_1308",2012,1140,1308
"236","2012_1140_1313",2012,1140,1313
"237","2012_1140_1314",2012,1140,1314
"238","2012_1140_1323",2012,1140,1323
"239","2012_1140_1325",2012,1140,1325
"240","2012_1140_1326",2012,1140,1326
"241","2012_1140_1345",2012,1140,1345
"242","2012_1140_1355",2012,1140,1355
"243","2012_1140_1361",2012,1140,1361
"244","2012_1140_1378",2012,1140,1378
"245","2012_1140_1379",2012,1140,1379
"246","2012_1140_1382",2012,1140,1382
"247","2012_1140_1387",2012,1140,1387
"248","2012_1140_1388",2012,1140,1388
"249","2012_1140_1393",2012,1140,1393
"250","2012_1140_1396",2012,1140,1396
"251","2012_1140_1400",2012,1140,1400
"252","2012_1140_1421",2012,1140,1421
"253","2012_1140_1424",2012,1140,1424
"254","2012_1140_1433",2012,1140,1433
"255","2012_1140_1435",2012,1140,1435
"256","2012_1140_1436",2012,1140,1436
"257","2012_1140_1438",2012,1140,1438
"258","2012_1140_1443",2012,1140,1443
"259","2012_1140_1452",2012,1140,1452
"260","2012_1140_1455",2012,1140,1455
"261","2012_1140_1458",2012,1140,1458
"262","2012_1140_1462",2012,1140,1462
"263","2012_1143_1153",2012,1143,1153
"264","2012_1143_1160",2012,1143,1160
"265","2012_1143_1161",2012,1143,1161
"266","2012_1143_1163",2012,1143,1163
"267","2012_1143_1166",2012,1143,1166
"268","2012_1143_1172",2012,1143,1172
"269","2012_1143_1178",2012,1143,1178
"270","2012_1143_1181",2012,1143,1181
"271","2012_1143_1196",2012,1143,1196
"272","2012_1143_1199",2012,1143,1199
"273","2012_1143_1207",2012,1143,1207
"274","2012_1143_1211",2012,1143,1211
"275","2012_1143_1217",2012,1143,1217
"276","2012_1143_1231",2012,1143,1231
"277","2012_1143_1233",2012,1143,1233
"278","2012_1143_1235",2012,1143,1235
"279","2012_1143_1242",2012,1143,1242
"280","2012_1143_1243",2012,1143,1243
"281","2012_1143_1246",2012,1143,1246
"282","2012_1143_1249",2012,1143,1249
"283","2012_1143_1250",2012,1143,1250
"284","2012_1143_1253",2012,1143,1253
"285","2012_1143_1254",2012,1143,1254
"286","2012_1143_1257",2012,1143,1257
"287","2012_1143_1259",2012,1143,1259
"288","2012_1143_1266",2012,1143,1266
"289","2012_1143_1272",2012,1143,1272
"290","2012_1143_1276",2012,1143,1276
"291","2012_1143_1277",2012,1143,1277
"292","2012_1143_1281",2012,1143,1281
"293","2012_1143_1285",2012,1143,1285
"294","2012_1143_1290",2012,1143,1290
"295","2012_1143_1293",2012,1143,1293
"296","2012_1143_1301",2012,1143,1301
"297","2012_1143_1307",2012,1143,1307
"298","2012_1143_1308",2012,1143,1308
"299","2012_1143_1313",2012,1143,1313
"300","2012_1143_1314",2012,1143,1314
"301","2012_1143_1323",2012,1143,1323
"302","2012_1143_1325",2012,1143,1325
"303","2012_1143_1326",2012,1143,1326
"304","2012_1143_1345",2012,1143,1345
"305","2012_1143_1355",2012,1143,1355
"306","2012_1143_1361",2012,1143,1361
"307","2012_1143_1378",2012,1143,1378
"308","2012_1143_1379",2012,1143,1379
"309","2012_1143_1382",2012,1143,1382
"310","2012_1143_1387",2012,1143,1387
"311","2012_1143_1388",2012,1143,1388
"312","2012_1143_1393",2012,1143,1393
"313","2012_1143_1396",2012,1143,1396
"314","2012_1143_1400",2012,1143,1400
"315","2012_1143_1421",2012,1143,1421
"316","2012_1143_1424",2012,1143,1424
"317","2012_1143_1433",2012,1143,1433
"318","2012_1143_1435",2012,1143,1435
"319","2012_1143_1436",2012,1143,1436
"320","2012_1143_1438",2012,1143,1438
"321","2012_1143_1443",2012,1143,1443
"322","2012_1143_1452",2012,1143,1452
"323","2012_1143_1455",2012,1143,1455
"324","2012_1143_1458",2012,1143,1458
"325","2012_1143_1462",2012,1143,1462
"326","2012_1153_1160",2012,1153,1160
"327","2012_1153_1161",2012,1153,1161
"328","2012_1153_1163",2012,1153,1163
"329","2012_1153_1166",2012,1153,1166
"330","2012_1153_1172",2012,1153,1172
"331","2012_1153_1178",2012,1153,1178
"332","2012_1153_1181",2012,1153,1181
"333","2012_1153_1196",2012,1153,1196
"334","2012_1153_1199",2012,1153,1199
"335","2012_1153_1207",2012,1153,1207
"336","2012_1153_1211",2012,1153,1211
"337","2012_1153_1217",2012,1153,1217
"338","2012_1153_1231",2012,1153,1231
"339","2012_1153_1233",2012,1153,1233
"340","2012_1153_1235",2012,1153,1235
"341","2012_1153_1242",2012,1153,1242
"342","2012_1153_1243",2012,1153,1243
"343","2012_1153_1246",2012,1153,1246
"344","2012_1153_1249",2012,1153,1249
"345","2012_1153_1250",2012,1153,1250
"346","2012_1153_1253",2012,1153,1253
"347","2012_1153_1254",2012,1153,1254
"348","2012_1153_1257",2012,1153,1257
"349","2012_1153_1259",2012,1153,1259
"350","2012_1153_1266",2012,1153,1266
"351","2012_1153_1272",2012,1153,1272
"352","2012_1153_1276",2012,1153,1276
"353","2012_1153_1277",2012,1153,1277
"354","2012_1153_1281",2012,1153,1281
"355","2012_1153_1285",2012,1153,1285
"356","2012_1153_1290",2012,1153,1290
"357","2012_1153_1293",2012,1153,1293
"358","2012_1153_1301",2012,1153,1301
"359","2012_1153_1307",2012,1153,1307
"360","2012_1153_1308",2012,1153,1308
"361","2012_1153_1313",2012,1153,1313
"362","2012_1153_1314",2012,1153,1314
"363","2012_1153_1323",2012,1153,1323
"364","2012_1153_1325",2012,1153,1325
"365","2012_1153_1326",2012,1153,1326
"366","2012_1153_1345",2012,1153,1345
"367","2012_1153_1355",2012,1153,1355
"368","2012_1153_1361",2012,1153,1361
"369","2012_1153_1378",2012,1153,1378
"370","2012_1153_1379",2012,1153,1379
"371","2012_1153_1382",2012,1153,1382
"372","2012_1153_1387",2012,1153,1387
"373","2012_1153_1388",2012,1153,1388
"374","2012_1153_1393",2012,1153,1393
"375","2012_1153_1396",2012,1153,1396
"376","2012_1153_1400",2012,1153,1400
"377","2012_1153_1421",2012,1153,1421
"378","2012_1153_1424",2012,1153,1424
"379","2012_1153_1433",2012,1153,1433
"380","2012_1153_1435",2012,1153,1435
"381","2012_1153_1436",2012,1153,1436
"382","2012_1153_1438",2012,1153,1438
"383","2012_1153_1443",2012,1153,1443
"384","2012_1153_1452",2012,1153,1452
"385","2012_1153_1455",2012,1153,1455
"386","2012_1153_1458",2012,1153,1458
"387","2012_1153_1462",2012,1153,1462
"388","2012_1160_1161",2012,1160,1161
"389","2012_1160_1163",2012,1160,1163
"390","2012_1160_1166",2012,1160,1166
"391","2012_1160_1172",2012,1160,1172
"392","2012_1160_1178",2012,1160,1178
"393","2012_1160_1181",2012,1160,1181
"394","2012_1160_1196",2012,1160,1196
"395","2012_1160_1199",2012,1160,1199
"396","2012_1160_1207",2012,1160,1207
"397","2012_1160_1211",2012,1160,1211
"398","2012_1160_1217",2012,1160,1217
"399","2012_1160_1231",2012,1160,1231
"400","2012_1160_1233",2012,1160,1233
"401","2012_1160_1235",2012,1160,1235
"402","2012_1160_1242",2012,1160,1242
"403","2012_1160_1243",2012,1160,1243
"404","2012_1160_1246",2012,1160,1246
"405","2012_1160_1249",2012,1160,1249
"406","2012_1160_1250",2012,1160,1250
"407","2012_1160_1253",2012,1160,1253
"408","2012_1160_1254",2012,1160,1254
"409","2012_1160_1257",2012,1160,1257
"410","2012_1160_1259",2012,1160,1259
"411","2012_1160_1266",2012,1160,1266
"412","2012_1160_1272",2012,1160,1272
"413","2012_1160_1276",2012,1160,1276
"414","2012_1160_1277",2012,1160,1277
"415","2012_1160_1281",2012,1160,1281
"416","2012_1160_1285",2012,1160,1285
"417","2012_1160_1290",2012,1160,1290
"418","2012_1160_1293",2012,1160,1293
"419","2012_1160_1301",2012,1160,1301
"420","2012_1160_1307",2012,1160,1307
"421","2012_1160_1308",2012,1160,1308
"422","2012_1160_1313",2012,1160,1313
"423","2012_1160_1314",2012,1160,1314
"424","2012_1160_1323",2012,1160,1323
"425","2012_1160_1325",2012,1160,1325
"426","2012_1160_1326",2012,1160,1326
"427","2012_1160_1345",2012,1160,1345
"428","2012_1160_1355",2012,1160,1355
"429","2012_1160_1361",2012,1160,1361
"430","2012_1160_1378",2012,1160,1378
"431","2012_1160_1379",2012,1160,1379
"432","2012_1160_1382",2012,1160,1382
"433","2012_1160_1387",2012,1160,1387
"434","2012_1160_1388",2012,1160,1388
"435","2012_1160_1393",2012,1160,1393
"436","2012_1160_1396",2012,1160,1396
"437","2012_1160_1400",2012,1160,1400
"438","2012_1160_1421",2012,1160,1421
"439","2012_1160_1424",2012,1160,1424
"440","2012_1160_1433",2012,1160,1433
"441","2012_1160_1435",2012,1160,1435
"442","2012_1160_1436",2012,1160,1436
"443","2012_1160_1438",2012,1160,1438
"444","2012_1160_1443",2012,1160,1443
"445","2012_1160_1452",2012,1160,1452
"446","2012_1160_1455",2012,1160,1455
"447","2012_1160_1458",2012,1160,1458
"448","2012_1160_1462",2012,1160,1462
"449","2012_1161_1163",2012,1161,1163
"450","2012_1161_1166",2012,1161,1166
"451","2012_1161_1172",2012,1161,1172
"452","2012_1161_1178",2012,1161,1178
"453","2012_1161_1181",2012,1161,1181
"454","2012_1161_1196",2012,1161,1196
"455","2012_1161_1199",2012,1161,1199
"456","2012_1161_1207",2012,1161,1207
"457","2012_1161_1211",2012,1161,1211
"458","2012_1161_1217",2012,1161,1217
"459","2012_1161_1231",2012,1161,1231
"460","2012_1161_1233",2012,1161,1233
"461","2012_1161_1235",2012,1161,1235
"462","2012_1161_1242",2012,1161,1242
"463","2012_1161_1243",2012,1161,1243
"464","2012_1161_1246",2012,1161,1246
"465","2012_1161_1249",2012,1161,1249
"466","2012_1161_1250",2012,1161,1250
"467","2012_1161_1253",2012,1161,1253
"468","2012_1161_1254",2012,1161,1254
"469","2012_1161_1257",2012,1161,1257
"470","2012_1161_1259",2012,1161,1259
"471","2012_1161_1266",2012,1161,1266
"472","2012_1161_1272",2012,1161,1272
"473","2012_1161_1276",2012,1161,1276
"474","2012_1161_1277",2012,1161,1277
"475","2012_1161_1281",2012,1161,1281
"476","2012_1161_1285",2012,1161,1285
"477","2012_1161_1290",2012,1161,1290
"478","2012_1161_1293",2012,1161,1293
"479","2012_1161_1301",2012,1161,1301
"480","2012_1161_1307",2012,1161,1307
"481","2012_1161_1308",2012,1161,1308
"482","2012_1161_1313",2012,1161,1313
"483","2012_1161_1314",2012,1161,1314
"484","2012_1161_1323",2012,1161,1323
"485","2012_1161_1325",2012,1161,1325
"486","2012_1161_1326",2012,1161,1326
"487","2012_1161_1345",2012,1161,1345
"488","2012_1161_1355",2012,1161,1355
"489","2012_1161_1361",2012,1161,1361
"490","2012_1161_1378",2012,1161,1378
"491","2012_1161_1379",2012,1161,1379
"492","2012_1161_1382",2012,1161,1382
"493","2012_1161_1387",2012,1161,1387
"494","2012_1161_1388",2012,1161,1388
"495","2012_1161_1393",2012,1161,1393
"496","2012_1161_1396",2012,1161,1396
"497","2012_1161_1400",2012,1161,1400
"498","2012_1161_1421",2012,1161,1421
"499","2012_1161_1424",2012,1161,1424
"500","2012_1161_1433",2012,1161,1433
"501","2012_1161_1435",2012,1161,1435
"502","2012_1161_1436",2012,1161,1436
"503","2012_1161_1438",2012,1161,1438
"504","2012_1161_1443",2012,1161,1443
"505","2012_1161_1452",2012,1161,1452
"506","2012_1161_1455",2012,1161,1455
"507","2012_1161_1458",2012,1161,1458
"508","2012_1161_1462",2012,1161,1462
"509","2012_1163_1166",2012,1163,1166
"510","2012_1163_1172",2012,1163,1172
"511","2012_1163_1178",2012,1163,1178
"512","2012_1163_1181",2012,1163,1181
"513","2012_1163_1196",2012,1163,1196
"514","2012_1163_1199",2012,1163,1199
"515","2012_1163_1207",2012,1163,1207
"516","2012_1163_1211",2012,1163,1211
"517","2012_1163_1217",2012,1163,1217
"518","2012_1163_1231",2012,1163,1231
"519","2012_1163_1233",2012,1163,1233
"520","2012_1163_1235",2012,1163,1235
"521","2012_1163_1242",2012,1163,1242
"522","2012_1163_1243",2012,1163,1243
"523","2012_1163_1246",2012,1163,1246
"524","2012_1163_1249",2012,1163,1249
"525","2012_1163_1250",2012,1163,1250
"526","2012_1163_1253",2012,1163,1253
"527","2012_1163_1254",2012,1163,1254
"528","2012_1163_1257",2012,1163,1257
"529","2012_1163_1259",2012,1163,1259
"530","2012_1163_1266",2012,1163,1266
"531","2012_1163_1272",2012,1163,1272
"532","2012_1163_1276",2012,1163,1276
"533","2012_1163_1277",2012,1163,1277
"534","2012_1163_1281",2012,1163,1281
"535","2012_1163_1285",2012,1163,1285
"536","2012_1163_1290",2012,1163,1290
"537","2012_1163_1293",2012,1163,1293
"538","2012_1163_1301",2012,1163,1301
"539","2012_1163_1307",2012,1163,1307
"540","2012_1163_1308",2012,1163,1308
"541","2012_1163_1313",2012,1163,1313
"542","2012_1163_1314",2012,1163,1314
"543","2012_1163_1323",2012,1163,1323
"544","2012_1163_1325",2012,1163,1325
"545","2012_1163_1326",2012,1163,1326
"546","2012_1163_1345",2012,1163,1345
"547","2012_1163_1355",2012,1163,1355
"548","2012_1163_1361",2012,1163,1361
"549","2012_1163_1378",2012,1163,1378
"550","2012_1163_1379",2012,1163,1379
"551","2012_1163_1382",2012,1163,1382
"552","2012_1163_1387",2012,1163,1387
"553","2012_1163_1388",2012,1163,1388
"554","2012_1163_1393",2012,1163,1393
"555","2012_1163_1396",2012,1163,1396
"556","2012_1163_1400",2012,1163,1400
"557","2012_1163_1421",2012,1163,1421
"558","2012_1163_1424",2012,1163,1424
"559","2012_1163_1433",2012,1163,1433
"560","2012_1163_1435",2012,1163,1435
"561","2012_1163_1436",2012,1163,1436
"562","2012_1163_1438",2012,1163,1438
"563","2012_1163_1443",2012,1163,1443
"564","2012_1163_1452",2012,1163,1452
"565","2012_1163_1455",2012,1163,1455
"566","2012_1163_1458",2012,1163,1458
"567","2012_1163_1462",2012,1163,1462
"568","2012_1166_1172",2012,1166,1172
"569","2012_1166_1178",2012,1166,1178
"570","2012_1166_1181",2012,1166,1181
"571","2012_1166_1196",2012,1166,1196
"572","2012_1166_1199",2012,1166,1199
"573","2012_1166_1207",2012,1166,1207
"574","2012_1166_1211",2012,1166,1211
"575","2012_1166_1217",2012,1166,1217
"576","2012_1166_1231",2012,1166,1231
"577","2012_1166_1233",2012,1166,1233
"578","2012_1166_1235",2012,1166,1235
"579","2012_1166_1242",2012,1166,1242
"580","2012_1166_1243",2012,1166,1243
"581","2012_1166_1246",2012,1166,1246
"582","2012_1166_1249",2012,1166,1249
"583","2012_1166_1250",2012,1166,1250
"584","2012_1166_1253",2012,1166,1253
"585","2012_1166_1254",2012,1166,1254
"586","2012_1166_1257",2012,1166,1257
"587","2012_1166_1259",2012,1166,1259
"588","2012_1166_1266",2012,1166,1266
"589","2012_1166_1272",2012,1166,1272
"590","2012_1166_1276",2012,1166,1276
"591","2012_1166_1277",2012,1166,1277
"592","2012_1166_1281",2012,1166,1281
"593","2012_1166_1285",2012,1166,1285
"594","2012_1166_1290",2012,1166,1290
"595","2012_1166_1293",2012,1166,1293
"596","2012_1166_1301",2012,1166,1301
"597","2012_1166_1307",2012,1166,1307
"598","2012_1166_1308",2012,1166,1308
"599","2012_1166_1313",2012,1166,1313
"600","2012_1166_1314",2012,1166,1314
"601","2012_1166_1323",2012,1166,1323
"602","2012_1166_1325",2012,1166,1325
"603","2012_1166_1326",2012,1166,1326
"604","2012_1166_1345",2012,1166,1345
"605","2012_1166_1355",2012,1166,1355
"606","2012_1166_1361",2012,1166,1361
"607","2012_1166_1378",2012,1166,1378
"608","2012_1166_1379",2012,1166,1379
"609","2012_1166_1382",2012,1166,1382
"610","2012_1166_1387",2012,1166,1387
"611","2012_1166_1388",2012,1166,1388
"612","2012_1166_1393",2012,1166,1393
"613","2012_1166_1396",2012,1166,1396
"614","2012_1166_1400",2012,1166,1400
"615","2012_1166_1421",2012,1166,1421
"616","2012_1166_1424",2012,1166,1424
"617","2012_1166_1433",2012,1166,1433
"618","2012_1166_1435",2012,1166,1435
"619","2012_1166_1436",2012,1166,1436
"620","2012_1166_1438",2012,1166,1438
"621","2012_1166_1443",2012,1166,1443
"622","2012_1166_1452",2012,1166,1452
"623","2012_1166_1455",2012,1166,1455
"624","2012_1166_1458",2012,1166,1458
"625","2012_1166_1462",2012,1166,1462
"626","2012_1172_1178",2012,1172,1178
"627","2012_1172_1181",2012,1172,1181
"628","2012_1172_1196",2012,1172,1196
"629","2012_1172_1199",2012,1172,1199
"630","2012_1172_1207",2012,1172,1207
"631","2012_1172_1211",2012,1172,1211
"632","2012_1172_1217",2012,1172,1217
"633","2012_1172_1231",2012,1172,1231
"634","2012_1172_1233",2012,1172,1233
"635","2012_1172_1235",2012,1172,1235
"636","2012_1172_1242",2012,1172,1242
"637","2012_1172_1243",2012,1172,1243
"638","2012_1172_1246",2012,1172,1246
"639","2012_1172_1249",2012,1172,1249
"640","2012_1172_1250",2012,1172,1250
"641","2012_1172_1253",2012,1172,1253
"642","2012_1172_1254",2012,1172,1254
"643","2012_1172_1257",2012,1172,1257
"644","2012_1172_1259",2012,1172,1259
"645","2012_1172_1266",2012,1172,1266
"646","2012_1172_1272",2012,1172,1272
"647","2012_1172_1276",2012,1172,1276
"648","2012_1172_1277",2012,1172,1277
"649","2012_1172_1281",2012,1172,1281
"650","2012_1172_1285",2012,1172,1285
"651","2012_1172_1290",2012,1172,1290
"652","2012_1172_1293",2012,1172,1293
"653","2012_1172_1301",2012,1172,1301
"654","2012_1172_1307",2012,1172,1307
"655","2012_1172_1308",2012,1172,1308
"656","2012_1172_1313",2012,1172,1313
"657","2012_1172_1314",2012,1172,1314
"658","2012_1172_1323",2012,1172,1323
"659","2012_1172_1325",2012,1172,1325
"660","2012_1172_1326",2012,1172,1326
"661","2012_1172_1345",2012,1172,1345
"662","2012_1172_1355",2012,1172,1355
"663","2012_1172_1361",2012,1172,1361
"664","2012_1172_1378",2012,1172,1378
